66	102	4
66	104	1
66	107	3
67	70	2
67	74	1
67	75	1
67	78	1
67	80	2
67	84	1
67	85	2
67	92	1
67	93	7
67	98	1
67	107	1
67	109	2
68	70	2
68	75	1
68	77	3
68	80	1
68	84	3
68	85	1
68	86	1
68	93	1
68	94	1
68	103	2
68	105	1
68	107	1
68	108	1
68	109	1
69	75	1
69	81	1
69	83	1
69	86	1
69	88	1
69	91	1
69	92	1
69	93	1
69	95	1
69	96	1
69	98	1
70	72	1
70	73	1
70	74	6
70	75	1
70	83	1
70	84	4
70	85	4
70	86	1
70	87	1
70	91	3
70	92	1
70	93	6
70	94	1
70	95	1
70	98	1
70	99	1
70	102	4
70	105	2
70	107	2
70	109	4
70	110	1
71	73	1
71	86	1
71	87	1
71	88	1
71	90	1
71	98	1
72	75	2
72	79	1
72	80	3
72	86	2
72	87	1
72	93	2
72	95	2
72	102	1
73	74	1
73	76	1
73	79	1
73	87	2
73	88	1
73	90	1
73	91	1
73	93	1
73	94	2
73	97	1
73	99	1
73	104	1
73	106	1
73	107	1
74	75	1
74	79	1
74	80	1
74	82	1
74	83	1
74	84	1
74	85	1
74	87	1
74	90	1
74	92	2
74	93	1
74	94	2
74	97	1
74	98	2
74	100	1
74	101	1
74	104	1
74	105	3
74	106	1
74	109	2
75	80	6
75	81	3
75	84	1
75	85	1
75	86	1
75	87	2
75	88	2
75	93	3
75	95	4
75	96	1
75	98	1
75	101	1
75	105	1
75	109	2
76	79	1
76	87	2
76	88	1
76	91	3
76	94	1
76	96	1
76	98	1
76	100	1
76	101	2
76	108	1
77	80	1
77	94	1
77	103	1
77	108	1
78	79	1
78	83	2
78	88	2
78	89	2
78	92	1
78	93	1
78	98	1
78	99	1
78	100	3
78	102	2
78	107	1
79	80	1
79	82	1
79	88	2
79	89	2
79	90	1
79	91	3
79	92	1
79	93	1
79	94	4
79	97	1
79	98	1
79	99	4
79	100	2
79	101	1
79	102	1
79	104	3
79	105	2
79	106	2
79	107	3
79	110	2
80	81	7
80	82	1
80	86	3
80	87	2
80	89	1
80	93	5
80	94	2
80	95	1
80	96	2
80	99	1
80	100	1
80	102	1
80	104	3
80	105	1
80	109	1
80	110	1
81	86	1
81	94	1
81	95	2
81	96	3
81	102	1
81	104	2
82	104	2
82	107	1
83	84	1
83	88	2
83	89	1
83	92	1
83	93	1
83	98	2
83	100	2
83	102	1
83	106	1
83	109	1
84	85	2
84	86	1
84	91	1
84	92	1
84	93	3
84	103	1
84	105	1
84	107	1
84	109	1
85	86	1
85	92	1
85	93	5
85	104	1
85	109	1
86	88	1
86	90	1
86	93	1
86	98	1
86	103	1
86	104	1
86	105	1
86	107	1
86	109	1
87	91	1
87	93	1
87	94	1
87	97	1
87	99	1
87	100	1
87	101	1
87	107	1
88	90	1
88	93	2
88	98	5
88	100	2
88	102	2
88	108	1
88	109	1
88	110	1
89	91	1
89	92	1
89	94	1
89	98	1
89	99	2
89	100	2
89	102	1
89	103	1
89	105	1
90	93	1
90	94	1
90	97	1
90	98	2
90	103	1
90	104	1
90	106	1
91	93	1
91	94	1
91	96	1
91	98	1
91	99	1
91	101	1
91	102	1
91	106	2
91	107	4
91	110	1
92	93	3
92	94	2
92	99	1
92	101	2
92	103	1
92	105	3
92	106	1
92	110	2
93	98	2
93	102	1
93	104	2
93	105	1
93	107	2
93	108	1
93	109	3
94	96	1
94	97	1
94	99	3
94	100	2
94	101	2
94	102	3
94	104	1
94	105	3
94	106	2
94	109	1
94	110	1
95	96	1
96	104	1
97	102	1
97	104	1
97	106	1
98	100	2
98	102	2
98	106	1
98	109	1
99	100	2
99	101	1
99	102	1
99	105	2
99	107	1
99	110	2
100	101	1
100	102	3
100	105	1
101	105	3
101	110	1
102	109	1
103	108	1
103	109	1
104	106	1
104	107	1
105	107	1
105	109	1
105	110	1
106	107	1
106	109	1
107	110	1
